Customer_ID,Age,Gender,Annual_Income,Policy_Type,Policy_Tenure,Premium_Amount,Vehicle_Type,Vehicle_Age,Previous_Claims,Accident_History,Annual_Mileage,Traffic_Violations,Occupation,Claim,Claim_Probability,Risk_Score,Risk_Level
102183,36,Male,126784099,Premium,4,5902021,Motorcycle,13,0,Yes,36573,0,Business Owner,1,78.67,78.67,HIGH
102184,39,Female,118179800,Basic,10,8479773,Motorcycle,7,0,No,9352,2,Driver,1,77.33,77.33,HIGH
102185,54,Male,183134789,Premium,9,13171896,Pickup,15,2,No,42238,0,Student,1,84.0,84.0,HIGH
102186,49,Male,37124055,Premium,10,4737918,Motorcycle,0,1,No,26030,0,Engineer,0,44.67,44.67,MEDIUM
102187,58,Female,175356881,Basic,9,8200135,Sedan,3,1,Yes,36046,1,Business Owner,1,79.33,79.33,HIGH
102188,20,Male,57315606,Standard,4,12946462,Sedan,3,1,No,4405,0,Office Worker,0,6.33,6.33,LOW
102189,45,Female,200360133,Basic,9,8396991,Motorcycle,5,0,No,44747,0,Driver,0,5.33,5.33,LOW
102190,27,Male,92259517,Premium,3,12106671,Pickup,11,1,Yes,10150,0,Business Owner,1,73.0,73.0,HIGH
102191,68,Female,107106264,Standard,5,3752878,Sedan,11,1,Yes,32623,0,Engineer,1,68.0,68.0,MEDIUM
102192,52,Male,27488144,Basic,10,8912735,SUV,1,0,No,20716,2,Teacher,1,77.67,77.67,HIGH
102193,46,Female,215511789,Standard,9,5319020,Pickup,6,1,No,11065,0,Engineer,0,3.33,3.33,LOW
102194,32,Female,114013399,Basic,6,1009907,Hatchback,4,1,Yes,15564,1,Engineer,1,80.67,80.67,HIGH
102195,50,Female,213033354,Premium,3,5168142,Hatchback,9,2,No,22531,0,Engineer,1,82.67,82.67,HIGH
102196,24,Female,70399577,Basic,10,6076561,Pickup,15,3,Yes,43760,0,Engineer,1,92.67,92.67,HIGH
102197,29,Male,30088539,Standard,9,13091404,Motorcycle,5,0,Yes,6449,1,Driver,0,77.67,77.67,HIGH
102198,66,Male,248884362,Standard,6,5645399,Sedan,10,2,No,36200,1,Student,1,93.0,93.0,HIGH
102199,47,Female,235101413,Premium,4,4099815,Sedan,13,0,No,36777,1,Student,1,72.67,72.67,HIGH
102200,38,Male,47074556,Basic,4,8899405,Pickup,5,0,No,10279,0,Office Worker,1,76.33,76.33,HIGH
102201,48,Male,77828237,Standard,8,6701595,SUV,13,2,No,47809,1,Student,1,79.0,79.0,HIGH
102202,41,Male,58971122,Standard,7,14548613,Motorcycle,13,0,No,8191,4,Engineer,1,71.33,71.33,HIGH
102203,37,Male,88938137,Standard,1,2360247,SUV,11,1,No,11508,1,Student,1,84.67,84.67,HIGH
102204,54,Male,118438639,Basic,6,7224984,Pickup,13,3,No,8307,0,Teacher,1,89.67,89.67,HIGH
102205,21,Female,95105108,Basic,8,2959612,Pickup,10,4,No,7216,2,Teacher,1,89.67,89.67,HIGH
102206,45,Female,185261303,Basic,3,14363416,SUV,5,3,No,4365,1,Student,1,85.67,85.67,HIGH
102207,61,Female,231686054,Standard,9,2819073,Hatchback,9,2,Yes,42564,1,Engineer,1,90.67,90.67,HIGH
102208,37,Female,32838941,Basic,10,3188157,Pickup,11,0,No,12127,2,Driver,1,83.67,83.67,HIGH
102209,41,Male,51088250,Standard,2,13533279,Motorcycle,7,1,No,22902,4,Engineer,1,84.67,84.67,HIGH
102210,67,Male,60432211,Basic,6,5131980,SUV,9,0,No,47747,1,Student,1,75.0,75.0,HIGH
102211,66,Female,194397359,Premium,1,12068576,Hatchback,15,3,No,38536,0,Student,1,90.0,90.0,HIGH
102212,68,Male,26801951,Premium,2,2021983,SUV,3,1,Yes,3495,2,Office Worker,1,78.33,78.33,HIGH
102213,49,Male,167659285,Standard,5,2693495,Hatchback,9,1,Yes,6592,0,Engineer,1,81.33,81.33,HIGH
102214,58,Female,222596218,Standard,1,6532823,Hatchback,7,2,Yes,5232,2,Office Worker,1,86.67,86.67,HIGH
102215,53,Male,53720008,Basic,8,2826650,Motorcycle,8,1,No,43816,0,Office Worker,0,7.67,7.67,LOW
102216,70,Female,235724460,Basic,1,14546755,Pickup,12,2,No,22319,1,Business Owner,1,81.33,81.33,HIGH
102217,51,Female,100337600,Basic,9,2982167,Hatchback,12,0,Yes,17667,0,Teacher,1,84.67,84.67,HIGH
102218,53,Male,176784092,Standard,10,6643542,Pickup,3,0,No,16000,1,Office Worker,0,46.0,46.0,MEDIUM
102219,19,Male,108604679,Standard,3,1181532,Motorcycle,0,1,Yes,9719,2,Teacher,1,82.67,82.67,HIGH
102220,32,Female,118790197,Premium,2,10757588,Pickup,2,0,Yes,7445,3,Student,1,47.33,47.33,MEDIUM
102221,51,Female,34941699,Standard,1,4291677,Sedan,0,1,No,38135,2,Student,1,75.33,75.33,HIGH
102222,53,Male,82340290,Standard,9,7551129,Hatchback,6,0,No,13776,1,Business Owner,1,77.67,77.67,HIGH
102223,23,Female,213370677,Standard,4,11903699,Motorcycle,11,1,Yes,42323,0,Business Owner,1,91.0,91.0,HIGH
102224,56,Female,227634758,Standard,1,6517967,SUV,0,2,Yes,20289,1,Engineer,1,84.67,84.67,HIGH
102225,59,Female,153698650,Basic,1,7459312,Motorcycle,10,3,No,14419,0,Business Owner,1,89.67,89.67,HIGH
102226,68,Male,119369792,Standard,7,13966457,Hatchback,3,1,Yes,10900,2,Driver,0,8.67,8.67,LOW
102227,68,Female,188104474,Standard,2,9609707,Motorcycle,12,3,No,29403,2,Student,1,85.0,85.0,HIGH
102228,29,Male,154761743,Standard,7,6969688,SUV,13,0,No,31298,2,Student,1,78.33,78.33,HIGH
102229,20,Female,182187301,Premium,7,12957526,Sedan,0,2,No,30156,2,Teacher,1,72.33,72.33,HIGH
102230,62,Male,135175174,Basic,10,14658859,Hatchback,12,0,No,40365,0,Business Owner,1,84.67,84.67,HIGH
102231,35,Female,61065451,Basic,9,10535930,Hatchback,12,2,No,27037,2,Teacher,1,86.33,86.33,HIGH
102232,57,Male,55215254,Standard,7,11062720,Motorcycle,1,0,Yes,49233,1,Business Owner,0,8.67,8.67,LOW
102233,38,Male,210880104,Standard,1,4834254,Pickup,10,0,No,8009,1,Student,1,49.0,49.0,MEDIUM
102234,32,Male,59583674,Basic,8,7579327,Pickup,14,3,Yes,10235,0,Business Owner,1,91.0,91.0,HIGH
102235,50,Female,127830922,Standard,8,10026896,SUV,13,2,No,29091,2,Engineer,1,78.67,78.67,HIGH
102236,52,Female,246812009,Premium,4,8404001,Sedan,0,0,No,43726,0,Business Owner,0,5.67,5.67,LOW
102237,43,Female,235065268,Premium,8,4567312,Sedan,12,0,No,41056,0,Business Owner,1,89.67,89.67,HIGH
102238,25,Male,72447968,Basic,4,12078579,Motorcycle,4,1,No,48766,1,Engineer,0,6.33,6.33,LOW
102239,53,Female,32283377,Premium,8,11000569,Motorcycle,6,1,No,41904,0,Engineer,0,8.0,8.0,LOW
102240,65,Male,140075646,Standard,5,4311784,Pickup,2,1,Yes,14195,1,Engineer,1,75.67,75.67,HIGH
102241,47,Female,166235683,Standard,4,8915179,Sedan,13,1,No,42374,0,Teacher,1,86.0,86.0,HIGH
102242,40,Male,90833124,Standard,6,10350403,Sedan,7,1,No,29248,1,Student,0,7.67,7.67,LOW
102243,59,Male,72732712,Premium,2,8536332,Sedan,13,3,No,29226,2,Business Owner,1,86.33,86.33,HIGH
102244,61,Male,204585406,Standard,2,11971075,SUV,14,0,Yes,23779,1,Engineer,1,78.0,78.0,HIGH
102245,31,Female,195510544,Standard,2,1677510,SUV,4,1,Yes,13666,1,Engineer,1,78.67,78.67,HIGH
102246,31,Female,125495074,Standard,9,8231021,Motorcycle,4,0,Yes,23379,0,Student,1,71.67,71.67,HIGH
102247,19,Female,209954287,Standard,10,9620552,Pickup,12,5,Yes,34709,1,Driver,1,90.0,90.0,HIGH
102248,54,Male,94617028,Basic,3,8396822,Hatchback,4,2,No,45850,1,Business Owner,1,81.33,81.33,HIGH
102249,22,Male,212868719,Premium,10,7095008,Pickup,7,0,Yes,44266,0,Driver,0,8.67,8.67,LOW
102250,55,Female,98283807,Standard,4,8093536,SUV,1,1,Yes,33818,2,Driver,0,3.67,3.67,LOW
102251,62,Female,119011763,Standard,10,8401811,SUV,1,0,No,43537,1,Engineer,0,5.0,5.0,LOW
102252,58,Female,209260029,Basic,8,5300675,Motorcycle,14,1,No,33949,2,Teacher,1,86.33,86.33,HIGH
102253,64,Male,141925026,Standard,4,3395968,Hatchback,13,5,No,28853,0,Student,1,90.67,90.67,HIGH
102254,31,Male,138188979,Basic,10,8671285,Sedan,11,2,No,37195,0,Business Owner,1,84.0,84.0,HIGH
102255,56,Male,159389005,Basic,10,9795610,Hatchback,7,0,Yes,24997,2,Business Owner,1,84.33,84.33,HIGH
102256,42,Male,222624254,Standard,7,13021588,Hatchback,15,2,Yes,38870,2,Business Owner,1,92.33,92.33,HIGH
102257,37,Male,102890927,Standard,5,11233431,Hatchback,8,1,Yes,37114,2,Teacher,1,80.33,80.33,HIGH
102258,19,Female,65905980,Standard,9,5085198,Motorcycle,10,0,No,44588,2,Driver,0,68.33,68.33,MEDIUM
102259,56,Male,227687804,Basic,4,12417058,SUV,11,1,Yes,32871,0,Office Worker,1,86.33,86.33,HIGH
102260,23,Male,241822174,Standard,3,13221119,Sedan,9,2,No,4961,1,Student,1,84.33,84.33,HIGH
102261,34,Male,97989790,Basic,2,8832728,Hatchback,9,1,Yes,40380,2,Office Worker,0,6.33,6.33,LOW
102262,42,Male,43380560,Premium,1,14390646,Sedan,1,4,No,45507,1,Driver,1,87.0,87.0,HIGH
102263,45,Male,187657303,Standard,6,12726472,Hatchback,3,2,No,8690,1,Engineer,0,5.33,5.33,LOW
102264,19,Female,86189747,Standard,10,5412176,SUV,7,0,No,18168,1,Office Worker,1,82.0,82.0,HIGH
102265,52,Male,240136918,Basic,2,11833044,Sedan,1,0,No,48875,0,Office Worker,0,3.0,3.0,LOW
102266,54,Male,237637521,Basic,8,13217531,Pickup,3,1,No,8458,2,Student,0,61.33,61.33,MEDIUM
102267,22,Male,165780593,Premium,6,3670722,SUV,9,0,No,29942,0,Driver,1,83.67,83.67,HIGH
102268,18,Female,73878285,Basic,5,1652739,Sedan,12,2,No,13033,3,Student,1,87.67,87.67,HIGH
102269,57,Female,83445297,Standard,2,6102083,Hatchback,15,1,No,11047,0,Engineer,0,11.67,11.67,LOW
102270,29,Female,227708302,Standard,7,10096682,Hatchback,12,1,No,7902,1,Teacher,1,84.0,84.0,HIGH
102271,53,Male,61146254,Basic,2,2770971,SUV,0,2,No,4496,2,Teacher,1,79.0,79.0,HIGH
102272,62,Female,127721093,Premium,5,7315270,SUV,15,0,No,30664,0,Teacher,1,86.67,86.67,HIGH
102273,40,Male,185185370,Standard,2,3252313,Hatchback,1,2,Yes,45203,1,Business Owner,1,89.67,89.67,HIGH
102274,64,Male,239733361,Basic,10,3039242,Sedan,6,0,Yes,7582,2,Teacher,1,86.33,86.33,HIGH
102275,48,Female,52384611,Basic,2,11934807,Pickup,0,2,No,32482,0,Teacher,0,5.0,5.0,LOW
102276,28,Male,220733750,Basic,7,13484586,Motorcycle,11,3,Yes,37811,1,Driver,1,91.67,91.67,HIGH
102277,27,Male,113301319,Premium,9,10518857,SUV,0,1,Yes,39144,0,Teacher,0,5.0,5.0,LOW
102278,20,Male,58017422,Standard,5,7378252,Hatchback,1,2,No,44476,2,Teacher,0,7.67,7.67,LOW
102279,31,Female,44878589,Basic,7,10473660,Sedan,3,1,No,34872,1,Engineer,1,51.0,51.0,MEDIUM
102280,33,Male,44577390,Basic,4,11790182,SUV,6,1,No,20218,0,Engineer,1,77.67,77.67,HIGH
102281,27,Male,243977228,Standard,2,2226642,Sedan,3,1,No,20007,0,Office Worker,1,81.0,81.0,HIGH
102282,46,Female,232328616,Standard,3,11417586,SUV,4,3,No,23366,4,Student,0,7.33,7.33,LOW
102283,27,Male,56301473,Standard,2,12246155,Hatchback,3,1,No,32827,0,Office Worker,1,65.67,65.67,MEDIUM
102284,29,Male,134544407,Standard,5,1126259,Sedan,3,3,Yes,41208,0,Office Worker,1,70.67,70.67,HIGH
102285,47,Female,197185063,Basic,6,6647061,Hatchback,8,0,Yes,36264,1,Business Owner,1,88.67,88.67,HIGH
102286,58,Male,102832543,Standard,7,5090798,Sedan,14,1,No,34607,1,Student,0,4.67,4.67,LOW
102287,18,Male,111451900,Premium,3,1838628,SUV,5,4,No,30005,2,Business Owner,1,82.67,82.67,HIGH
102288,22,Male,86220767,Basic,4,2409399,Motorcycle,11,1,Yes,46223,1,Teacher,1,86.33,86.33,HIGH
102289,37,Male,71021853,Standard,8,14810845,Motorcycle,2,2,No,34475,1,Engineer,1,77.67,77.67,HIGH
102290,25,Male,181829555,Standard,4,4014445,Pickup,5,1,No,19926,1,Teacher,1,76.33,76.33,HIGH
102291,60,Female,215083824,Standard,7,4332299,Pickup,12,1,No,36683,0,Business Owner,1,82.67,82.67,HIGH
102292,29,Female,171103052,Basic,6,5738012,Hatchback,6,2,No,21185,1,Engineer,1,85.67,85.67,HIGH
102293,18,Female,189406272,Premium,7,8496340,Sedan,6,1,No,14274,0,Office Worker,1,56.33,56.33,MEDIUM
102294,37,Female,49219726,Standard,1,14375562,Pickup,7,0,No,49049,2,Teacher,1,73.0,73.0,HIGH
102295,45,Male,216952107,Standard,3,1124283,SUV,12,1,No,36947,0,Business Owner,1,86.33,86.33,HIGH
102296,60,Male,143384973,Basic,6,5637412,Motorcycle,3,0,Yes,46215,3,Teacher,1,85.33,85.33,HIGH
102297,54,Male,160684984,Basic,3,8020847,Sedan,0,1,No,37839,1,Student,0,5.0,5.0,LOW
102298,64,Male,225129884,Basic,7,11716221,Motorcycle,5,3,No,44766,0,Business Owner,1,84.33,84.33,HIGH
102299,54,Male,113235105,Standard,9,4734073,Sedan,7,1,No,30314,0,Engineer,0,4.0,4.0,LOW
102300,29,Female,207363217,Basic,3,7107921,Pickup,4,2,No,49641,0,Driver,1,79.33,79.33,HIGH
102301,54,Female,38593077,Standard,1,4877995,Pickup,12,0,No,42913,1,Teacher,1,81.0,81.0,HIGH
102302,66,Male,132775942,Standard,10,7505658,Hatchback,2,1,No,45494,2,Teacher,1,79.0,79.0,HIGH
102303,66,Male,46108188,Standard,6,13725210,Sedan,3,2,Yes,33288,3,Student,0,7.0,7.0,LOW
102304,61,Male,167884854,Standard,1,5841700,SUV,7,0,No,28892,0,Engineer,1,66.0,66.0,MEDIUM
102305,45,Female,48711646,Standard,1,8261231,Pickup,5,1,No,28682,0,Teacher,0,5.0,5.0,LOW
102306,64,Male,58319676,Basic,8,3893630,Hatchback,12,2,No,4589,1,Driver,1,86.67,86.67,HIGH
102307,32,Male,200498136,Basic,9,11731787,Pickup,14,1,No,33809,1,Teacher,1,83.33,83.33,HIGH
102308,23,Male,82430565,Standard,2,4001046,Motorcycle,12,2,Yes,21870,1,Student,1,87.33,87.33,HIGH
102309,61,Female,27705421,Standard,9,11332961,Pickup,4,0,Yes,11679,0,Driver,1,80.67,80.67,HIGH
102310,37,Male,219302343,Basic,5,1037117,Sedan,12,3,No,11803,1,Office Worker,0,8.67,8.67,LOW
102311,67,Female,118437274,Standard,8,12664316,Hatchback,15,2,No,45357,2,Office Worker,0,12.0,12.0,LOW
102312,31,Female,181793217,Basic,7,12408229,Sedan,8,0,Yes,42982,2,Teacher,1,74.67,74.67,HIGH
102313,19,Female,71660816,Basic,7,3025558,SUV,9,1,No,46153,0,Business Owner,1,86.0,86.0,HIGH
102314,26,Female,84127140,Basic,4,8320756,SUV,2,1,No,30650,0,Business Owner,1,78.33,78.33,HIGH
102315,54,Female,188836877,Premium,2,4355672,Pickup,6,1,No,12529,0,Business Owner,0,6.67,6.67,LOW
102316,37,Female,166159991,Basic,5,5382653,Hatchback,8,0,No,31998,1,Business Owner,1,80.67,80.67,HIGH
102317,43,Male,154117277,Basic,3,13275075,Hatchback,10,3,No,13392,1,Teacher,1,90.33,90.33,HIGH
102318,46,Male,197424284,Basic,9,4598557,Hatchback,12,1,No,40265,1,Driver,1,79.33,79.33,HIGH
102319,18,Male,155912595,Basic,6,14124573,Hatchback,15,0,Yes,7583,1,Student,1,88.33,88.33,HIGH
102320,52,Female,227689108,Standard,1,13628364,Pickup,10,0,No,29690,0,Student,0,5.33,5.33,LOW
102321,23,Male,178370044,Basic,3,6249534,Sedan,11,1,No,13328,0,Business Owner,1,84.67,84.67,HIGH
102322,54,Female,175598388,Basic,4,1948784,Pickup,3,0,No,24638,1,Office Worker,1,65.33,65.33,MEDIUM
102323,70,Female,47004757,Standard,9,14818701,Sedan,9,4,No,19238,1,Engineer,1,86.33,86.33,HIGH
102324,22,Female,60272994,Basic,6,7414775,Motorcycle,9,1,No,42113,0,Business Owner,1,88.0,88.0,HIGH
102325,50,Male,111142436,Standard,4,6086382,Motorcycle,2,4,No,25955,1,Business Owner,1,87.0,87.0,HIGH
102326,66,Female,58300239,Standard,1,5413319,Sedan,0,1,No,24682,1,Teacher,1,68.33,68.33,MEDIUM
102327,68,Female,199987569,Basic,8,2861591,Pickup,8,1,No,19462,1,Office Worker,0,7.0,7.0,LOW
102328,31,Male,126993081,Standard,2,11210577,SUV,12,1,No,8652,1,Engineer,1,82.0,82.0,HIGH
102329,29,Male,233505983,Basic,8,11055714,Pickup,0,0,No,19761,0,Driver,1,69.67,69.67,MEDIUM
102330,59,Female,213848752,Standard,6,6118168,SUV,1,1,No,33235,0,Driver,1,69.33,69.33,MEDIUM
102331,37,Female,78093290,Standard,8,14161168,Pickup,8,1,Yes,27351,0,Engineer,1,83.67,83.67,HIGH
102332,70,Male,113169744,Basic,6,14242015,Hatchback,4,3,No,14176,1,Engineer,1,84.33,84.33,HIGH
102333,67,Male,140405647,Standard,5,11648983,Hatchback,3,0,No,41709,1,Driver,0,47.0,47.0,MEDIUM
102334,41,Male,53549561,Premium,5,11617350,Motorcycle,8,1,No,36914,1,Business Owner,0,4.67,4.67,LOW
102335,60,Female,222839350,Premium,10,11764556,Motorcycle,8,1,Yes,28639,1,Business Owner,0,8.33,8.33,LOW
102336,51,Male,34080961,Standard,10,6714557,Sedan,1,1,No,5216,2,Teacher,1,49.33,49.33,MEDIUM
102337,42,Male,80296596,Standard,8,2685978,SUV,2,0,No,30415,1,Office Worker,1,71.33,71.33,HIGH
102338,67,Male,178753510,Basic,7,9634223,Hatchback,11,0,No,35657,1,Engineer,1,71.0,71.0,HIGH
102339,46,Female,60882465,Basic,8,10164100,Pickup,15,1,Yes,41217,1,Business Owner,1,93.67,93.67,HIGH
102340,56,Male,169096645,Standard,8,14571427,Sedan,2,1,No,20847,0,Business Owner,0,4.0,4.0,LOW
102341,48,Male,167393304,Standard,7,10801817,Pickup,15,0,No,20900,0,Office Worker,1,71.0,71.0,HIGH
102342,64,Male,66245764,Premium,2,9623145,Hatchback,4,1,No,14242,1,Engineer,0,4.67,4.67,LOW
102343,60,Male,221243091,Standard,9,6416300,Hatchback,12,2,No,34073,0,Office Worker,0,8.0,8.0,LOW
102344,67,Male,32059903,Standard,7,8851801,Hatchback,2,2,Yes,40191,1,Office Worker,1,86.0,86.0,HIGH
102345,40,Female,164658767,Standard,6,5271061,Hatchback,9,0,No,20910,1,Driver,1,71.67,71.67,HIGH
102346,61,Female,31077234,Premium,9,2597259,Pickup,5,1,No,31186,0,Office Worker,0,50.33,50.33,MEDIUM
102347,55,Female,60482788,Standard,1,1133407,Sedan,15,2,No,17978,1,Engineer,1,86.0,86.0,HIGH
102348,37,Male,96906791,Standard,2,2674842,Hatchback,1,2,No,16606,0,Business Owner,1,73.33,73.33,HIGH
102349,40,Female,201973512,Basic,1,6706208,Motorcycle,5,2,No,35031,0,Business Owner,1,78.0,78.0,HIGH
102350,62,Female,212669188,Premium,10,1655860,Sedan,5,4,No,10421,3,Driver,1,70.67,70.67,HIGH
102351,69,Female,237927913,Basic,3,6891709,Motorcycle,1,2,No,5548,0,Engineer,0,6.0,6.0,LOW
102352,33,Male,163018488,Premium,5,12757619,Pickup,5,1,Yes,10252,2,Business Owner,0,12.33,12.33,LOW
102353,67,Male,209276801,Standard,1,13328851,Hatchback,5,1,No,15849,3,Office Worker,1,72.0,72.0,HIGH
102354,59,Female,25975112,Standard,4,9757350,Sedan,5,0,Yes,7608,1,Student,1,77.33,77.33,HIGH
102355,25,Female,196805283,Standard,8,7503784,Hatchback,11,1,Yes,28091,1,Student,1,91.67,91.67,HIGH
102356,67,Male,80745877,Standard,6,9787367,Hatchback,12,1,Yes,49595,1,Student,1,88.33,88.33,HIGH
102357,38,Male,159773567,Basic,1,4132090,Sedan,13,0,No,9745,1,Student,0,7.67,7.67,LOW
102358,18,Female,159831829,Premium,1,13520652,Hatchback,4,1,No,38830,3,Office Worker,0,9.67,9.67,LOW
102359,25,Male,66781921,Standard,3,14290509,Hatchback,6,0,No,41049,1,Business Owner,1,81.67,81.67,HIGH
102360,46,Female,208887286,Basic,10,10795499,SUV,12,2,Yes,40530,2,Driver,1,82.0,82.0,HIGH
102361,49,Male,37234908,Basic,8,14327988,SUV,14,2,No,33222,0,Office Worker,0,11.33,11.33,LOW
102362,55,Female,219816250,Standard,8,1530901,Sedan,11,0,No,12640,1,Business Owner,0,4.33,4.33,LOW
102363,22,Female,46924717,Standard,3,6090769,Sedan,4,1,No,36734,0,Engineer,1,79.67,79.67,HIGH
102364,64,Male,30121632,Standard,7,2246511,Hatchback,10,2,Yes,25078,0,Business Owner,1,83.0,83.0,HIGH
102365,39,Female,181891665,Standard,3,12443804,Motorcycle,0,1,Yes,35875,0,Business Owner,1,77.67,77.67,HIGH
102366,64,Female,176546182,Standard,4,1862634,Sedan,11,0,Yes,26565,0,Business Owner,0,63.33,63.33,MEDIUM
102367,51,Female,215444414,Premium,9,11380943,Hatchback,8,2,No,47054,0,Office Worker,0,10.0,10.0,LOW
102368,18,Male,102578752,Standard,4,2570925,Motorcycle,2,1,No,44582,1,Business Owner,1,82.33,82.33,HIGH
102369,43,Male,78226755,Premium,3,13668578,SUV,1,0,No,3509,2,Business Owner,1,78.67,78.67,HIGH
102370,60,Male,181044369,Basic,5,3643508,Sedan,9,2,No,9815,0,Engineer,1,87.67,87.67,HIGH
102371,27,Female,70112602,Standard,7,1835489,Hatchback,5,0,No,45024,0,Engineer,0,50.0,50.0,MEDIUM
102372,47,Male,125935840,Basic,5,5999682,SUV,7,1,No,45398,0,Student,1,81.0,81.0,HIGH
102373,67,Female,159080795,Standard,4,12161667,Pickup,1,2,No,39639,3,Teacher,1,80.67,80.67,HIGH
102374,35,Female,226861225,Premium,8,5803829,SUV,3,6,Yes,35408,1,Office Worker,1,82.0,82.0,HIGH
102375,34,Male,231603368,Basic,4,12520388,Hatchback,1,0,No,25892,0,Business Owner,0,5.67,5.67,LOW
102376,43,Male,177858851,Basic,2,9656521,Motorcycle,11,3,No,16276,0,Student,1,92.33,92.33,HIGH
102377,25,Female,209000187,Premium,10,4825971,Pickup,11,1,Yes,42932,1,Student,0,5.67,5.67,LOW
102378,64,Female,220545405,Basic,6,8925660,Pickup,8,1,No,6500,1,Office Worker,0,3.33,3.33,LOW
102379,57,Male,219254287,Standard,2,14710687,Pickup,9,2,No,15546,0,Teacher,0,9.33,9.33,LOW
102380,66,Male,218860385,Standard,3,4249950,Sedan,12,1,No,43526,1,Student,1,82.0,82.0,HIGH
102381,29,Male,26120113,Premium,1,11719691,Hatchback,14,0,No,18042,4,Student,0,70.67,70.67,HIGH
102382,44,Female,35201961,Basic,5,13749146,Pickup,1,1,No,41838,1,Office Worker,1,78.67,78.67,HIGH
102383,25,Female,130255383,Basic,9,7773060,SUV,9,0,Yes,41153,1,Driver,1,86.67,86.67,HIGH
102384,42,Female,192322679,Standard,2,3130586,Motorcycle,1,3,Yes,3229,0,Student,1,77.0,77.0,HIGH
102385,63,Female,97202252,Premium,7,6002838,Hatchback,13,4,No,27725,1,Engineer,1,86.0,86.0,HIGH
102386,21,Female,105162231,Standard,5,14653024,SUV,12,2,No,36677,0,Student,1,81.67,81.67,HIGH
102387,50,Male,88146677,Basic,2,4878979,Sedan,4,0,Yes,14720,1,Office Worker,1,80.0,80.0,HIGH
102388,18,Male,148456460,Standard,8,6347519,Pickup,11,0,No,34879,2,Office Worker,1,68.33,68.33,MEDIUM
102389,36,Female,246583472,Premium,6,1443604,SUV,4,0,No,20018,1,Teacher,1,79.33,79.33,HIGH
102390,48,Female,53704996,Premium,4,12847006,Hatchback,11,0,Yes,34118,0,Driver,1,83.0,83.0,HIGH
102391,33,Male,242268518,Premium,4,2203307,SUV,6,1,No,7717,0,Driver,0,53.33,53.33,MEDIUM
102392,31,Male,36047100,Basic,2,11202351,Sedan,0,2,No,21574,1,Teacher,1,59.67,59.67,MEDIUM
102393,70,Male,63199721,Basic,3,7396119,Motorcycle,11,1,No,16235,1,Teacher,1,83.0,83.0,HIGH
102394,65,Male,35531792,Standard,7,11335796,Pickup,1,2,No,8189,2,Engineer,0,50.0,50.0,MEDIUM
102395,22,Female,235220110,Premium,3,8726409,Hatchback,10,2,Yes,24323,0,Engineer,1,88.33,88.33,HIGH
102396,58,Male,124572369,Basic,5,1023088,Pickup,15,2,No,26465,0,Student,1,86.0,86.0,HIGH
102397,43,Female,225092853,Basic,10,6311344,Pickup,10,1,No,39242,1,Driver,1,81.0,81.0,HIGH
102398,45,Male,67566130,Standard,6,2940929,Pickup,5,1,No,14972,0,Engineer,0,41.67,41.67,MEDIUM
102399,19,Male,161247069,Basic,6,10235038,SUV,1,2,Yes,42962,2,Student,0,72.67,72.67,HIGH
102400,67,Male,145457977,Standard,4,2875390,SUV,15,1,No,4865,0,Business Owner,1,59.33,59.33,MEDIUM
102401,23,Female,175180705,Standard,6,8630360,Motorcycle,3,1,No,36066,1,Student,1,77.67,77.67,HIGH
102402,26,Female,124787577,Standard,3,7442627,Sedan,9,3,No,39493,0,Engineer,1,73.67,73.67,HIGH
102403,50,Male,186910467,Standard,7,8278770,Hatchback,15,1,No,30967,1,Student,1,76.67,76.67,HIGH
102404,58,Female,245505922,Standard,7,9085898,SUV,5,2,No,7540,0,Business Owner,0,63.67,63.67,MEDIUM
102405,42,Female,221417783,Standard,4,6989520,Pickup,12,2,Yes,30773,2,Engineer,1,87.0,87.0,HIGH
102406,65,Male,60324049,Standard,2,6280619,Sedan,11,2,No,46065,1,Student,1,86.67,86.67,HIGH
102407,30,Male,237153961,Standard,7,13448705,Hatchback,6,3,No,15464,2,Engineer,1,87.0,87.0,HIGH
102408,26,Female,44625255,Standard,3,10576645,Hatchback,9,0,Yes,40582,0,Teacher,1,81.67,81.67,HIGH
102409,70,Female,151466629,Basic,1,5211656,Hatchback,4,1,Yes,16596,3,Teacher,1,81.0,81.0,HIGH
102410,30,Female,164587065,Basic,2,13709700,Hatchback,7,2,Yes,34385,2,Student,1,92.67,92.67,HIGH
102411,48,Male,189905152,Basic,10,13997276,Motorcycle,5,2,Yes,18386,4,Office Worker,1,89.67,89.67,HIGH
102412,58,Male,74402947,Basic,9,13090452,Hatchback,4,1,No,22906,3,Engineer,1,76.67,76.67,HIGH
102413,28,Female,126543728,Standard,8,7883784,Sedan,3,3,Yes,23802,0,Engineer,1,82.67,82.67,HIGH
102414,21,Male,218404979,Premium,6,6170428,SUV,5,1,No,9818,1,Teacher,1,81.0,81.0,HIGH
102415,51,Male,241562545,Standard,6,13556150,Sedan,5,3,No,43930,2,Teacher,1,81.0,81.0,HIGH
102416,55,Female,174752170,Standard,1,8434462,Pickup,5,2,No,41257,2,Engineer,0,48.33,48.33,MEDIUM
102417,63,Female,98336604,Standard,2,4897619,Motorcycle,15,3,No,41853,1,Engineer,1,86.0,86.0,HIGH
